utterance,studentActions_raw,label
e in cima al ,"['True', 'False', 'False', 'False']",Guess
"And can you remind me how to say tree?
","['False', 'True', 'False', 'False']",Question
la painta el accanto al coniglio roja.,"['True', 'False', 'False', 'False']",Guess
what is nest to ?,"['False', 'True', 'False', 'False']",Question
blu,"['False', 'True', 'False', 'False']",Question
Okay. e accanto al bed verde?,"['True', 'False', 'False', 'False']",Guess
is cane e accanto el tavolo rojo,"['True', 'False', 'False', 'False']",Guess
il gatto e accanto al purple bunny,"['True', 'False', 'False', 'False']",Guess
"But how do you say ""is on top of""?","['False', 'True', 'False', 'False']",Question
e di fronte alla scatola rojo perhaps?,"['True', 'False', 'False', 'False']",Guess
What is blue?,"['False', 'True', 'False', 'False']",Question
la pianta e in cima al giallo tavolo,"['True', 'False', 'False', 'False']",Guess
il gatto e di fronte al coniglio amirilla.,"['False', 'False', 'True', 'False']",Affirmation
il coniglio e sotto l'albero rosa,"['True', 'False', 'False', 'False']",Guess
il cane e di cronte al coniglio. ,"['True', 'False', 'False', 'False']",Guess
What is the word for green tree?,"['False', 'True', 'False', 'False']",Question
what is the word for pink?,"['False', 'True', 'False', 'False']",Question
il cane e scatola verde,"['True', 'False', 'False', 'False']",Guess
what is the word for table?,"['False', 'True', 'False', 'False']",Question
How do you say behind in Italian?,"['False', 'True', 'False', 'False']",Question
"how do you say ""pink""?","['False', 'True', 'False', 'False']",Question
il coniglio e di fronte all'albero.,"['True', 'False', 'False', 'False']",Guess
"Ok.   How do you say in front of?
","['False', 'True', 'False', 'False']",Question
la pianta e in cima al verde tavolo,"['True', 'False', 'False', 'False']",Guess
e di fronte alla scatola,"['True', 'False', 'False', 'False']",Guess
How do you say pink?,"['False', 'True', 'False', 'False']",Question
il gatto is inside of the letto blu.,"['True', 'False', 'False', 'False']",Guess
What is yellow?,"['False', 'True', 'False', 'False']",Question
Yes I remember.,"['False', 'False', 'True', 'False']",Affirmation
"How to say ""yellow box"" in Italian?","['False', 'True', 'False', 'False']",Question
il gatto all in fronte a scatola gialla?,"['True', 'False', 'False', 'False']",Guess
"How do you say ""red""?","['False', 'True', 'False', 'False']",Question
how do i say bed?,"['False', 'True', 'False', 'False']",Question
il cane e in cima al bed blu,"['True', 'False', 'False', 'False']",Guess
Can you give me a hint? I don't understand.,"['False', 'True', 'False', 'False']",Question
il gatto e vicino all albero rosa.,"['True', 'False', 'False', 'False']",Guess
"How do you say ""tree"" in Italian?","['False', 'True', 'False', 'False']",Question
e dentro la,"['False', 'False', 'True', 'False']",Affirmation
Purple is viola. I know that one.,"['False', 'False', 'True', 'False']",Affirmation
what is the word for tree?,"['False', 'True', 'False', 'False']",Question
il coniglio e dietro il pero verde,"['False', 'False', 'True', 'False']",Affirmation
What is under?,"['False', 'True', 'False', 'False']",Question
What does purple mean?,"['False', 'True', 'False', 'False']",Question
Is blue azuil in Italian?,"['True', 'False', 'False', 'False']",Guess
"oh, what's the word for table?
","['False', 'True', 'False', 'False']",Question
il coniglio e dietro el boxo,"['True', 'False', 'False', 'False']",Guess
 il coniglio alla cane verde,"['True', 'False', 'False', 'False']",Guess
"How do you say ""is next to"" again?","['False', 'True', 'False', 'False']",Question
"How do you say ""is next to"" again?","['False', 'True', 'False', 'False']",Question
I see. What is the word for tree?,"['False', 'True', 'False', 'False']",Question
e centro la tabla amarilo,"['True', 'False', 'False', 'False']",Guess
la borsa e dietro la scatola blu,"['True', 'False', 'False', 'False']",Guess
"How do you say ""red"" in Italian?","['False', 'True', 'False', 'False']",Question
"What is the phrase ""in front of the"" in Italian?","['False', 'True', 'False', 'False']",Question
il gatto e accanto tavolo verde.,"['True', 'False', 'False', 'False']",Guess
Oh I remember you saying that.,"['False', 'False', 'True', 'False']",Affirmation
il gatto es rosa,"['True', 'False', 'False', 'False']",Guess
il coniglio e di fronte l'albero viola,"['True', 'False', 'False', 'False']",Guess
Is it il gatto all pink scatola?,"['True', 'False', 'False', 'False']",Guess
 al coniglio e di fronte,"['True', 'False', 'False', 'False']",Guess
il coniglio es behind el blu perro,"['True', 'False', 'False', 'False']",Guess
la pianta e in cima al,"['True', 'False', 'False', 'False']",Guess
"Is it correct to say ""il cane e dietro rosa l'albero""?","['True', 'False', 'False', 'False']",Guess
"what is ""is under"" in Italian?","['False', 'True', 'False', 'False']",Question
Yes.   That's what I said,"['False', 'False', 'True', 'False']",Affirmation
il coniglio e sotto.,"['False', 'False', 'True', 'False']",Affirmation
al coniglia e di fronte,"['False', 'False', 'True', 'False']",Affirmation
How do I say is under the?,"['False', 'True', 'False', 'False']",Question
e sima la gato il tavolo,"['True', 'False', 'False', 'False']",Guess
Il cane e dietro la box jaune,"['True', 'False', 'False', 'False']",Guess
il gatto e vicino amirillo bunny.,"['True', 'False', 'False', 'False']",Guess
il coniglio e vicino alla flower pot rosa.,"['True', 'False', 'False', 'False']",Guess
Okay! I remember that now. So my next guess is e vicino l'albera viola.,"['True', 'False', 'False', 'False']",Guess
How do I say purple bunny,"['False', 'True', 'False', 'False']",Question
Oh okay! That seems easy enough.,"['False', 'False', 'True', 'False']",Affirmation
"ok, how do you say bunny?
","['False', 'True', 'False', 'False']",Question
il cane e dietro letto red?,"['True', 'False', 'False', 'False']",Guess
Can you clarify which box to use in this situation?,"['False', 'True', 'False', 'False']",Question
 il cane e dietro il letto,"['True', 'False', 'False', 'False']",Guess
e in cima al letto amarillo is my guess then.,"['True', 'False', 'False', 'False']",Guess
Il gatto,"['True', 'False', 'False', 'False']",Guess
I don't know the word for bed.,"['False', 'True', 'False', 'False']",Question
What is the word for blue?,"['False', 'True', 'False', 'False']",Question
 il cane e dietro il,"['True', 'False', 'False', 'False']",Guess
What is the word for pink again?,"['False', 'True', 'False', 'False']",Question
I would say albero giallo,"['False', 'False', 'True', 'False']",Affirmation
il cane e dietro la box blu,"['True', 'False', 'False', 'False']",Guess
Did I get bunny right?,"['False', 'True', 'False', 'False']",Question
How do I say next to,"['False', 'True', 'False', 'False']",Question
la borsa ,"['True', 'False', 'False', 'False']",Guess
"how do you say ""yellow box""?","['False', 'True', 'False', 'False']",Question
 La palla e sotto il letto rojo,"['True', 'False', 'False', 'False']",Guess
What is the word for yellow?,"['False', 'True', 'False', 'False']",Question
"Okay, I think I get it now.
","['False', 'False', 'True', 'False']",Affirmation
what is under?,"['False', 'True', 'False', 'False']",Question
il cane e dietro rosa l'albero?,"['True', 'False', 'False', 'False']",Guess
How do I say in front of?,"['False', 'True', 'False', 'False']",Question
How do you say is behind the in Italian?,"['False', 'True', 'False', 'False']",Question
what is the word for bunny?,"['False', 'True', 'False', 'False']",Question
e centro la scatola pupo,"['True', 'False', 'False', 'False']",Guess
"Okay, what about inside?","['False', 'True', 'False', 'False']",Question
il gatto e accanto al tavolo purple,"['True', 'False', 'False', 'False']",Guess
e ascanto il coniglio rosso,"['True', 'False', 'False', 'False']",Guess
il gatto e vicino al all'albero blu,"['True', 'False', 'False', 'False']",Guess
il coniglio e dietro la boxo,"['True', 'False', 'False', 'False']",Guess
e dietro il doggo giallo perhaps?,"['True', 'False', 'False', 'False']",Guess
il coniglio è dietro il gatto giallo,"['False', 'False', 'True', 'False']",Affirmation
What is the word under the?,"['False', 'True', 'False', 'False']",Question
what is the word for is on top of?,"['False', 'True', 'False', 'False']",Question
what is the word for in front of?,"['False', 'True', 'False', 'False']",Question
what is the word for green in italian?,"['False', 'True', 'False', 'False']",Question
e vicino conigula blue,"['False', 'True', 'False', 'False']",Question
how do you say purple?,"['False', 'True', 'False', 'False']",Question
il cane tavolo,"['True', 'False', 'False', 'False']",Guess
"
Sì, il gatto è dentro la scatola","['True', 'False', 'False', 'False']",Guess
what is the word for tree?,"['False', 'True', 'False', 'False']",Question
il coniglio es alla pianta verde,"['True', 'False', 'False', 'False']",Guess
es en la fronta de pinke scatola,"['True', 'False', 'False', 'False']",Guess
how do you say box,"['False', 'True', 'False', 'False']",Question
"How do you say ""on top of""?","['False', 'True', 'False', 'False']",Question
"How do you say ""is under the""?","['False', 'True', 'False', 'False']",Question
what is red box again?,"['False', 'True', 'False', 'False']",Question
il cane es infront of the letto blu,"['True', 'False', 'False', 'False']",Guess
Okay that makes sense,"['False', 'False', 'True', 'False']",Affirmation
e di fronte il blu albero,"['True', 'False', 'False', 'False']",Guess
what is the word for yellow again?,"['False', 'True', 'False', 'False']",Question
How do you say bed in Italian?,"['False', 'True', 'False', 'False']",Question
Yes.  So?,"['False', 'False', 'True', 'False']",Affirmation
il gatto e di fronte alla scatola,"['True', 'False', 'False', 'False']",Guess
I don't know. Give me a clue.,"['False', 'True', 'False', 'False']",Question
al cane rosa,"['True', 'False', 'False', 'False']",Guess
And what is the color blue?,"['False', 'True', 'False', 'False']",Question
and how do you say purple?,"['False', 'True', 'False', 'False']",Question
"Is it ""la borsa e di fronte alla gialla scatola""?","['True', 'False', 'False', 'False']",Guess
il cane es behind l'albero?,"['True', 'False', 'False', 'False']",Guess
il coniglio e dietro la gato verde.,"['True', 'False', 'False', 'False']",Guess
How do you say on top of again? ,"['False', 'True', 'False', 'False']",Question
No.,"['False', 'False', 'True', 'False']",Affirmation
 il cane rosso e dietro il letto,"['True', 'False', 'False', 'False']",Guess
il cane e all'interno della scatola verde,"['True', 'False', 'False', 'False']",Guess
e di fronte al conigli viola,"['True', 'False', 'False', 'False']",Guess
il gatto e dietro rosso l'albero?,"['True', 'False', 'False', 'False']",Guess
What is yellow in Italian?,"['False', 'True', 'False', 'False']",Question
la borsa en di fronte caja,"['True', 'False', 'False', 'False']",Guess
verde box,"['True', 'False', 'False', 'False']",Guess
How do you say on top of?,"['False', 'True', 'False', 'False']",Question
il cane e dentro la scatola,"['False', 'False', 'True', 'False']",Affirmation
No.,"['False', 'False', 'True', 'False']",Affirmation
What is the word for green?,"['False', 'True', 'False', 'False']",Question
la pianta e in cima al verde rasa,"['True', 'False', 'False', 'False']",Guess
e fronte de coniglio,"['True', 'False', 'False', 'False']",Guess
what is behind?,"['False', 'True', 'False', 'False']",Question
what is the word for  is in front of?,"['False', 'True', 'False', 'False']",Question
e accanto al tabla amarilo,"['True', 'False', 'False', 'False']",Guess
I didn't quite get that. Did you say is next to the is e accantca?,"['False', 'True', 'False', 'False']",Question
Cool. So did I get it right?,"['False', 'False', 'True', 'False']",Affirmation
arbor viola scatola,"['True', 'False', 'False', 'False']",Guess
"How do you say ""under"" in Italian?","['False', 'True', 'False', 'False']",Question
e dietro la scatola pupo,"['True', 'False', 'False', 'False']",Guess
I believe box is scatola right?,"['False', 'True', 'False', 'False']",Question
il gatto e dentro la all'albero viola,"['True', 'False', 'False', 'False']",Guess
what is the word for blue?,"['False', 'True', 'False', 'False']",Question
il gatto e dietro la,"['True', 'False', 'False', 'False']",Guess
"How do you say ""red box""?","['False', 'True', 'False', 'False']",Question
how do I say green?,"['False', 'True', 'False', 'False']",Question
e dietro la baggo rossa is my first guess.,"['True', 'False', 'False', 'False']",Guess
How do I say purple in Italian?,"['True', 'False', 'False', 'False']",Guess
Is il cane is in front of the rosso tree?,"['True', 'False', 'False', 'False']",Guess
par de mesa viola,"['True', 'False', 'False', 'False']",Guess
"Thank you, I remember now.","['False', 'False', 'True', 'False']",Affirmation
"how do you day red?
","['False', 'True', 'False', 'False']",Question
la pianta e accanto a rosa cama,"['True', 'False', 'False', 'False']",Guess
e dietro,"['True', 'False', 'False', 'False']",Guess
e di fronte alla scatola,"['True', 'False', 'False', 'False']",Guess
il cane e di fronte al. ,"['True', 'False', 'False', 'False']",Guess
et proximo il botano rojo.,"['True', 'False', 'False', 'False']",Guess
tavolo,"['False', 'True', 'False', 'False']",Question
il coniglio e dietro giallo cane.,"['True', 'False', 'False', 'False']",Guess
okay so alla is a contraction of to and the.,"['False', 'False', 'True', 'False']",Affirmation
and what is the italian word for tree?,"['False', 'True', 'False', 'False']",Question
"And I believe red is rosso in Italian, correct?","['False', 'True', 'False', 'False']",Question
what is the word for bunny?,"['False', 'True', 'False', 'False']",Question
Il gatto coniglio,"['True', 'False', 'False', 'False']",Guess
"What is the word for ""bed""?","['False', 'True', 'False', 'False']",Question
"how do you say ""is under the""?","['False', 'True', 'False', 'False']",Question
what is the word for in front of?,"['False', 'True', 'False', 'False']",Question
e di fronte al greenee coniglio,"['True', 'False', 'False', 'False']",Guess
la pianta e dietro l'albero giallo,"['True', 'False', 'False', 'False']",Guess
what is the word for dog?,"['False', 'True', 'False', 'False']",Question
How do you say purple?,"['False', 'True', 'False', 'False']",Question
il cane e acconto al tavolo rosso.,"['True', 'False', 'False', 'False']",Guess
What is Italian for is behind the?,"['False', 'True', 'False', 'False']",Question
ill cane e in cima al blu.,"['True', 'False', 'False', 'False']",Guess
"Okay is it, il cane di fronte alla letto viola","['True', 'False', 'False', 'False']",Guess
enla verde caja,"['False', 'True', 'False', 'False']",Question
il gatto all'bero blu.,"['True', 'False', 'False', 'False']",Guess
 il gatto e dietro la scatola amarillo,"['True', 'False', 'False', 'False']",Guess
La pianta e dentro la scatola,"['True', 'False', 'False', 'False']",Guess
How do you say is behind the ?,"['False', 'True', 'False', 'False']",Question
par de tavolo viola,"['True', 'False', 'False', 'False']",Guess
I don't remember how to say is behind the.,"['False', 'True', 'False', 'False']",Question
il gatto e dietro blu l'albero. Is that correct?,"['False', 'False', 'True', 'False']",Affirmation
e dietro l'albera viola would be my first guess.,"['True', 'False', 'False', 'False']",Guess
what is the word for next to?,"['False', 'True', 'False', 'False']",Question
How do you say in front of the?,"['False', 'True', 'False', 'False']",Question
what is red?,"['False', 'True', 'False', 'False']",Question
How do you say next?,"['False', 'True', 'False', 'False']",Question
I don't remember how to say is behind the in Italian. Can you help?,"['False', 'True', 'False', 'False']",Question
il coniglio e dietro tree viola,"['True', 'False', 'False', 'False']",Guess
La palla e dentro la,"['False', 'True', 'False', 'False']",Question
What is Italian for tree?,"['False', 'True', 'False', 'False']",Question
"Thank you, that makes sense.","['False', 'False', 'True', 'False']",Affirmation
OK.,"['False', 'False', 'True', 'False']",Affirmation
coniglio e di toppe il purpe bedde,"['True', 'False', 'False', 'False']",Guess
What is is next to?,"['False', 'True', 'False', 'False']",Question
e di fronte,"['True', 'False', 'False', 'False']",Guess
il coniglio e deitro il blu cane,"['True', 'False', 'False', 'False']",Guess
il coniglio e dietro la viola.,"['True', 'False', 'False', 'False']",Guess
No can you tell me?,"['False', 'True', 'False', 'False']",Question
il coniglio e dietro il carne verde.,"['True', 'False', 'False', 'False']",Guess
What is blue in italian?,"['False', 'True', 'False', 'False']",Question
What is in front of?,"['False', 'True', 'False', 'False']",Question
what is the word for red?,"['False', 'True', 'False', 'False']",Question
e accanto al tabula verde,"['True', 'False', 'False', 'False']",Guess
what is bunny?,"['False', 'True', 'False', 'False']",Question
il can e dietro il viola letto,"['True', 'False', 'False', 'False']",Guess
verde all'albero?,"['True', 'False', 'False', 'False']",Guess
what is the word for box?,"['False', 'True', 'False', 'False']",Question
"il coniglio
","['True', 'False', 'False', 'False']",Guess
How do I say inside?,"['True', 'False', 'False', 'False']",Guess
il gatto e in cima al table blu,"['True', 'False', 'False', 'False']",Guess
"How do you say ""in front of?
","['False', 'True', 'False', 'False']",Question
is the answer e vicino rosa?,"['True', 'False', 'False', 'False']",Guess
What of Yellow?,"['False', 'True', 'False', 'False']",Question
"What is ""red""?","['False', 'True', 'False', 'False']",Question
e in cima al la tavolo blu,"['False', 'False', 'True', 'False']",Affirmation
ill gatto e accanto al purple coniglio,"['True', 'False', 'False', 'False']",Guess
e dentro la,"['True', 'False', 'False', 'False']",Guess
Il cane e dietro la scatola jaune,"['True', 'False', 'False', 'False']",Guess
I just did that. What is the Italian word for bag please?,"['False', 'True', 'False', 'False']",Question
"
è dentro la","['True', 'False', 'False', 'False']",Guess
"I forgot how to say ""next to"", can you remind me?","['False', 'True', 'False', 'False']",Question
E di dietro all'albero blu.,"['True', 'False', 'False', 'False']",Guess
il cane e di fronte al letto,"['True', 'False', 'False', 'False']",Guess
ok,"['False', 'False', 'True', 'False']",Affirmation
what is the word for pink again?,"['False', 'True', 'False', 'False']",Question
e accanto al scatola rosa is my guess then.,"['True', 'False', 'False', 'False']",Guess
what is behind,"['False', 'True', 'False', 'False']",Question
What is bunny in Italian?,"['False', 'True', 'False', 'False']",Question
But what are the other words?,"['False', 'True', 'False', 'False']",Question
Il gatto e dientro la scatola yellow,"['True', 'False', 'False', 'False']",Guess
il cane e dietro al scatora rosa,"['True', 'False', 'False', 'False']",Guess
il cane e dietro,"['True', 'False', 'False', 'False']",Guess
e dietro alla scatola viola is my initial guess.,"['True', 'False', 'False', 'False']",Guess
what is the word for is inside of?,"['False', 'True', 'False', 'False']",Question
what is the word for next to?,"['False', 'True', 'False', 'False']",Question
what is the word for pink bunny?,"['False', 'True', 'False', 'False']",Question
how do you say purple?,"['False', 'True', 'False', 'False']",Question
"il gatto
","['True', 'False', 'False', 'False']",Guess
la pianta e dentro la rosa scatola,"['True', 'False', 'False', 'False']",Guess
blue?,"['False', 'True', 'False', 'False']",Question
How do you say dog in Italian?,"['False', 'True', 'False', 'False']",Question
"okay then, how about e di fronte all scatola rossa?","['True', 'False', 'False', 'False']",Guess
what is the word for bunny?,"['False', 'True', 'False', 'False']",Question
"How do you say ""is in front of the""?","['False', 'True', 'False', 'False']",Question
"Is it ""e di fronte al letto""?","['True', 'False', 'False', 'False']",Guess
what is red?,"['False', 'True', 'False', 'False']",Question
e dietro albero blu,"['True', 'False', 'False', 'False']",Guess
"Okay, how do you say in front of?","['False', 'True', 'False', 'False']",Question
e di behinde alla scatola amarillo maybe?,"['True', 'False', 'False', 'False']",Guess
what is table?,"['False', 'True', 'False', 'False']",Question
how do I say is on top of the in Italian?,"['False', 'True', 'False', 'False']",Question
rosa,"['False', 'False', 'True', 'False']",Affirmation
what is the word for plant?,"['False', 'True', 'False', 'False']",Question
how do you say inside of the red box?,"['False', 'True', 'False', 'False']",Question
What is bunny?,"['False', 'True', 'False', 'False']",Question
il gatto e vicino il rosa,"['True', 'False', 'False', 'False']",Guess
gato e sotto il giallo tavolo,"['True', 'False', 'False', 'False']",Guess
What is the Italian word for next to?,"['False', 'True', 'False', 'False']",Question
what is the word for is on top of?,"['False', 'True', 'False', 'False']",Question
e in cima al la blu tavolo,"['True', 'False', 'False', 'False']",Guess
Oh. That should be no problem! ,"['False', 'False', 'True', 'False']",Affirmation
e ascanto al coniglio rosso,"['True', 'False', 'False', 'False']",Guess
How do I say dog,"['False', 'True', 'False', 'False']",Question
"Is the word for red ""rossa""?","['False', 'True', 'False', 'False']",Question
il gatto e vicino al il cane viola.,"['True', 'False', 'False', 'False']",Guess
il cane is on top of the bed blu.,"['True', 'False', 'False', 'False']",Guess
"How do you say ""in front of"" again?","['False', 'True', 'False', 'False']",Question
e si cima ell yellow table,"['True', 'False', 'False', 'False']",Guess
What is the word for is on top of the again?,"['False', 'True', 'False', 'False']",Question
giallo,"['False', 'False', 'True', 'False']",Affirmation
How do you say blue box in Italian?,"['False', 'True', 'False', 'False']",Question
How do you say is inside of?,"['False', 'True', 'False', 'False']",Question
How do I say yellow in Italian?,"['False', 'True', 'False', 'False']",Question
"Ok, what is the word for purple?","['False', 'True', 'False', 'False']",Question
what is the word for in front of?,"['False', 'True', 'False', 'False']",Question
e dietro la bota scatola tyrio,"['True', 'False', 'False', 'False']",Guess
il cane e dentro la borsa,"['True', 'False', 'False', 'False']",Guess
"How do you say ""behind"" in Italian?","['False', 'True', 'False', 'False']",Question
la lapiz,"['True', 'False', 'False', 'False']",Guess
ok I think I know the answer based on how we did it last time then.,"['False', 'False', 'True', 'False']",Affirmation
How do you say next to again?,"['False', 'True', 'False', 'False']",Question
e sotto el tavolo rosa,"['True', 'False', 'False', 'False']",Guess
blu,"['False', 'True', 'False', 'False']",Question
Which word comes first?,"['False', 'True', 'False', 'False']",Question
e fronte alla doggo giallo is my guess.,"['True', 'False', 'False', 'False']",Guess
"il coniglio e dentro la gialla scatola
","['True', 'False', 'False', 'False']",Guess
"Ok, I will remember.","['False', 'False', 'True', 'False']",Affirmation
la borsa e dietri la verde scatola,"['True', 'False', 'False', 'False']",Guess
"I don't know how to say ""in front of"".","['False', 'True', 'False', 'False']",Question
"il cane is behind the scatola rosa.
","['True', 'False', 'False', 'False']",Guess
e accanto al bunio amarillo,"['True', 'False', 'False', 'False']",Guess
e vicino al la rosa,"['True', 'False', 'False', 'False']",Guess
